Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date,just_date
2008-02-11 00:00:00-05:00,8.308519826369274,8.5088262903301,8.205841501763652,8.456645965576172,10498800,0.0,0.0,2008-02-11 00:00:00-05:00,2008-02-11
2008-02-12 00:00:00-05:00,8.490313659389251,8.507146546420202,8.19574487849195,8.264758110046387,13856400,0.0,0.0,2008-02-12 00:00:00-05:00,2008-02-12
2008-02-13 00:00:00-05:00,8.31189063215624,8.337139002821436,7.7850330786130755,7.9651408195495605,18358000,0.0,0.0,2008-02-13 00:00:00-05:00,2008-02-13
2008-02-14 00:00:00-05:00,7.965140063317289,7.988705463877736,7.554427236999062,7.702552795410156,21073600,0.0,0.0,2008-02-14 00:00:00-05:00,2008-02-14
2008-02-15 00:00:00-05:00,7.6133421519009765,8.032471820900264,7.450066643262549,8.017322540283203,28404800,0.0,0.0,2008-02-15 00:00:00-05:00,2008-02-15
2008-02-19 00:00:00-05:00,8.079599526801708,8.101481955310616,7.803546645706737,7.887709140777588,13709200,0.0,0.0,2008-02-19 00:00:00-05:00,2008-02-19
2008-02-20 00:00:00-05:00,7.840581303097732,7.840581303097732,7.514030288238972,7.699188232421875,15053600,0.0,0.0,2008-02-20 00:00:00-05:00,2008-02-20
2008-02-21 00:00:00-05:00,7.741271018981933,7.90791249521483,7.6655246015536855,7.741271018981934,9418800,0.0,0.0,2008-02-21 00:00:00-05:00,2008-02-21
2008-02-22 00:00:00-05:00,7.788400173187256,7.83384801393078,7.581360437872832,7.788400173187256,9797200,0.0,0.0,2008-02-22 00:00:00-05:00,2008-02-22
2008-02-25 00:00:00-05:00,7.801863613212241,7.803547222819142,7.57462511655904,7.753049850463867,10012800,0.0,0.0,2008-02-25 00:00:00-05:00,2008-02-25
2008-02-26 00:00:00-05:00,7.682355324205785,7.97860777737629,7.6352245147914815,7.929793357849121,9491200,0.0,0.0,2008-02-26 00:00:00-05:00,2008-02-26
2008-02-27 00:00:00-05:00,7.89781132966382,8.054353683317819,7.8287980822976895,7.98029088973999,6761200,0.0,0.0,2008-02-27 00:00:00-05:00,2008-02-27
2008-02-28 00:00:00-05:00,7.907910093686358,7.9112766714507,7.571260022560796,7.584726333618164,11685200,0.0,0.0,2008-02-28 00:00:00-05:00,2008-02-28
2008-02-29 00:00:00-05:00,7.556111182678623,7.556111182678623,7.115099743672329,7.1302490234375,16601600,0.0,0.0,2008-02-29 00:00:00-05:00,2008-02-29
2008-03-03 00:00:00-05:00,7.120148536768906,7.209361238002358,6.864294417846087,7.194211959838867,12508800,0.0,0.0,2008-03-03 00:00:00-05:00,2008-03-03
2008-03-04 00:00:00-05:00,7.11341325853672,7.347385516367195,7.06964904696435,7.338968753814697,11981200,0.0,0.0,2008-03-04 00:00:00-05:00,2008-03-04
2008-03-05 00:00:00-05:00,7.389468903793329,7.628490132680514,7.310355936039028,7.613340854644775,14798000,0.0,0.0,2008-03-05 00:00:00-05:00,2008-03-05
2008-03-06 00:00:00-05:00,7.591458690204939,7.6587889598826875,7.2834242153854785,7.2985734939575195,9648000,0.0,0.0,2008-03-06 00:00:00-05:00,2008-03-06
2008-03-07 00:00:00-05:00,7.22282770925156,7.419768347270289,7.05450266299344,7.184113025665283,7842400,0.0,0.0,2008-03-07 00:00:00-05:00,2008-03-07
2008-03-10 00:00:00-04:00,7.175695671021907,7.3827353653555186,7.140346929367692,7.29352331161499,12572800,0.0,0.0,2008-03-10 00:00:00-04:00,2008-03-10
2008-03-11 00:00:00-04:00,7.63185902793469,7.892762769241299,7.529180628078277,7.8893961906433105,13702000,0.0,0.0,2008-03-11 00:00:00-04:00,2008-03-11
2008-03-12 00:00:00-04:00,7.886027028758041,8.071184938338527,7.7665164171699175,7.785032272338867,8811600,0.0,0.0,2008-03-12 00:00:00-04:00,2008-03-12
2008-03-13 00:00:00-04:00,7.687405640633123,7.98870767011558,7.490465616895689,7.9398932456970215,9716400,0.0,0.0,2008-03-13 00:00:00-04:00,2008-03-13
2008-03-14 00:00:00-04:00,8.130098171778629,8.290007065939358,7.803547870797307,8.256341934204102,20089200,0.0,0.0,2008-03-14 00:00:00-04:00,2008-03-14
2008-03-17 00:00:00-04:00,7.761465764415334,8.185644836641432,7.576307881257,7.9112749099731445,16108400,0.0,0.0,2008-03-17 00:00:00-04:00,2008-03-17
2008-03-18 00:00:00-04:00,8.2462436008165,8.332089084614857,7.522445449475857,8.17218017578125,35311200,0.0,0.0,2008-03-18 00:00:00-04:00,2008-03-18
2008-03-19 00:00:00-04:00,8.21931354485884,8.414570602002852,7.901178620533982,7.907911777496338,15634000,0.0,0.0,2008-03-19 00:00:00-04:00,2008-03-19
2008-03-20 00:00:00-04:00,7.909594627904532,8.44823429096132,7.909594627904532,8.446551322937012,17160800,0.0,0.0,2008-03-20 00:00:00-04:00,2008-03-20
2008-03-24 00:00:00-04:00,8.498731974860915,9.215796398400215,8.498731974860915,9.087869644165039,21702800,0.0,0.0,2008-03-24 00:00:00-04:00,2008-03-24
2008-03-25 00:00:00-04:00,9.12995070492161,9.131633672840218,8.879146105849244,9.064303398132324,13272800,0.0,0.0,2008-03-25 00:00:00-04:00,2008-03-25
2008-03-26 00:00:00-04:00,9.007071128526283,9.062618690815354,8.79161531818823,8.917859077453613,9238000,0.0,0.0,2008-03-26 00:00:00-04:00,2008-03-26
2008-03-27 00:00:00-04:00,8.954890146461063,9.170345941420237,8.954890146461063,9.089550018310547,10036800,0.0,0.0,2008-03-27 00:00:00-04:00,2008-03-27
2008-03-28 00:00:00-04:00,9.057571851935892,9.057571851935892,8.658640991155293,8.734387397766113,11335200,0.0,0.0,2008-03-28 00:00:00-04:00,2008-03-28
2008-03-31 00:00:00-04:00,8.667056186950592,8.835381219081542,8.56774439230897,8.704087257385254,13848000,0.0,0.0,2008-03-31 00:00:00-04:00,2008-03-31
2008-04-01 00:00:00-04:00,8.875778749402922,9.400952662890276,8.875778749402922,9.370654106140137,17945200,0.0,0.0,2008-04-01 00:00:00-04:00,2008-04-01
2008-04-02 00:00:00-04:00,9.397586727348289,9.565911757245045,9.209062231545419,9.370654106140137,13132000,0.0,0.0,2008-04-02 00:00:00-04:00,2008-04-02
2008-04-03 00:00:00-04:00,9.331938722593785,9.560860848727762,9.197278837252913,9.493531227111816,8529200,0.0,0.0,2008-04-03 00:00:00-04:00,2008-04-03
