,just_date,Open,High,Low,Close
0,1980-12-12,0.10003948211669922,0.10047441224870271,0.10003948211669922,0.10003948211669922
1,1980-12-13,0.10003948211669922,0.10047441224870271,0.10003948211669922,0.10003948211669922
2,1980-12-14,0.10003948211669922,0.10047441224870271,0.10003948211669922,0.10003948211669922
3,1980-12-15,0.09525531043015593,0.09525531043015593,0.09482038021087646,0.09482038021087646
4,1980-12-16,0.08829565003819194,0.08829565003819194,0.08786072582006454,0.08786072582006454
5,1980-12-17,0.09003538638353348,0.09047031654350933,0.09003538638353348,0.09003538638353348
6,1980-12-18,0.09264570474624634,0.09308062896206562,0.09264570474624634,0.09264570474624634
7,1980-12-19,0.0982997715473175,0.09873470167199433,0.0982997715473175,0.0982997715473175
8,1980-12-20,0.0982997715473175,0.09873470167199433,0.0982997715473175,0.0982997715473175
9,1980-12-21,0.0982997715473175,0.09873470167199433,0.0982997715473175,0.0982997715473175
10,1980-12-22,0.1030840054154396,0.10351971382382912,0.1030840054154396,0.1030840054154396
11,1980-12-23,0.10743402689695358,0.10786895703227435,0.10743402689695358,0.10743402689695358
12,1980-12-24,0.11308802664279938,0.11352295655824894,0.11308802664279938,0.11308802664279938
13,1980-12-25,0.11308802664279938,0.11352295655824894,0.11308802664279938,0.11308802664279938
14,1980-12-26,0.12352712452411652,0.12396205469104207,0.12352712452411652,0.12352712452411652
15,1980-12-27,0.12352712452411652,0.12396205469104207,0.12352712452411652,0.12352712452411652
16,1980-12-28,0.12352712452411652,0.12396205469104207,0.12352712452411652,0.12352712452411652
17,1980-12-29,0.1252669245004654,0.12570185498307898,0.1252669245004654,0.1252669245004654
18,1980-12-30,0.12265728256635254,0.12265728256635254,0.12222236394882202,0.12222236394882202
19,1980-12-31,0.1191777758206295,0.1191777758206295,0.11874284595251083,0.11874284595251083
20,1981-01-01,0.1191777758206295,0.1191777758206295,0.11874284595251083,0.11874284595251083
21,1981-01-02,0.1200476735830307,0.12091753367896241,0.1200476735830307,0.1200476735830307
22,1981-01-03,0.1200476735830307,0.12091753367896241,0.1200476735830307,0.1200476735830307
23,1981-01-04,0.1200476735830307,0.12091753367896241,0.1200476735830307,0.1200476735830307
24,1981-01-05,0.11787307847701219,0.11787307847701219,0.11743815988302231,0.11743815988302231
25,1981-01-06,0.11265316112683574,0.11265316112683574,0.11221823096275331,0.1122182309627533
26,1981-01-07,0.10786895703227435,0.10786895703227435,0.10743402689695358,0.10743402689695358
27,1981-01-08,0.10569429968015313,0.10569429968015313,0.10525938123464584,0.10525938123464584
28,1981-01-09,0.11091348528862,0.11134841558290513,0.11091348528862,0.11091348528862
29,1981-01-10,0.11091348528862,0.11134841558290513,0.11091348528862,0.11091348528862
30,1981-01-11,0.11091348528862,0.11134841558290513,0.11091348528862,0.11091348528862
31,1981-01-12,0.11091347892805972,0.11091347892805972,0.11004363000392915,0.11004363000392914
32,1981-01-13,0.10656418905051768,0.10656418905051768,0.10612925887107849,0.10612925887107849
33,1981-01-14,0.10656417906284332,0.10699910920151891,0.10656417906284332,0.10656417906284332
34,1981-01-15,0.10873884707689285,0.10960869597115706,0.10873884707689285,0.10873884707689285
35,1981-01-16,0.10830383978083898,0.10830383978083898,0.10786890983581543,0.10786890983581543
